,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,Timestamp
0,1,Bitcoin,BTC,bitcoin,10943,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19665793.0,19665793.0,False,,1,,,,2024-03-27T16:39:00.000Z,69143.11909715911,39744052005.23448,-2.8562,-0.18608842,-0.80031306,10.04624269,29.85788868,65.26952281,62.61563446,1359754267539.0781,52.1979,1452005501040.34,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
1,1027,Ethereum,ETH,ethereum,8659,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073215.06618808,120073215.06618808,True,,2,,,,2024-03-27T16:38:00.000Z,3511.3619124826873,18652357847.519512,-8.988,-0.60999875,-1.20134375,9.62992475,11.27818117,54.55905359,48.04028221,421620514092.7552,16.1851,421620514092.76,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
2,825,Tether USDt,USDT,tether,80394,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,104362092743.91322,107792615137.11449,True,,3,,,,2024-03-27T16:38:00.000Z,0.9995408894522246,83357526990.35066,-0.3311,0.00909114,-0.05860632,-0.06293897,-0.07037415,-0.05319069,-0.06962995,104314179006.34659,4.0044,107743126410.53,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-27 16:40:15.259861
3,1839,BNB,BNB,bnb,2124,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149536578.750498,149536578.750498,False,,4,,,,2024-03-27T16:38:00.000Z,569.6960349533379,2023929053.8412936,-5.3344,-0.44504183,-0.86333649,11.75636906,43.55716812,87.73376805,72.56503815,85190395994.64627,3.2703,85190395994.65,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
4,5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444305134.57941896,572747287.0651139,True,,5,,,,2024-03-27T16:38:00.000Z,182.37641355628386,3966027118.775775,9.2856,-0.20186956,-2.83286093,8.97322559,72.6551278,95.97962939,83.32339278,81030776969.23647,3.1103,104455596089.03,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
5,52,XRP,XRP,xrp,1279,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54884241878.0,99987762348.0,False,,6,,,,2024-03-27T16:39:00.000Z,0.6123311908128424,2029956569.3016775,-7.5987,-0.60377878,-2.63505431,6.78305008,12.46974676,15.38012946,-2.79812434,33607333186.015812,1.2901,61233119081.28,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
6,3408,USDC,USDC,usd-coin,17676,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32159134237.55799,32159134237.55799,False,,7,,,,2024-03-27T16:38:00.000Z,1.0000936003615737,9991196108.72429,17.3683,0.03117244,0.00719684,-0.01207478,0.01368728,-0.00889432,-0.00342044,32162144344.150524,1.2346,32162144344.15,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-27 16:40:15.259861
7,74,Dogecoin,DOGE,dogecoin,939,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143641486383.7052,143641486383.7052,True,,8,,,,2024-03-27T16:39:00.000Z,0.18784885086965464,3685527125.4419074,25.5071,-0.48013731,6.78582251,46.27738783,116.04074581,135.37169241,104.89741518,26982888154.388165,1.0358,26982888154.39,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
8,2010,Cardano,ADA,cardano,1120,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35578755767.077,36742818378.514,False,,9,,,,2024-03-27T16:38:00.000Z,0.6364505543055828,634897178.464506,-2.0682,-0.61458737,-3.0745009,9.27634726,4.39336417,31.01931722,3.18437715,22644118829.45911,0.8693,28640274943.75,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
9,5805,Avalanche,AVAX,avalanche,695,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377416536.4228908,436106176.4228908,False,,10,,,,2024-03-27T16:38:00.000Z,53.79237465262453,925342170.2816058,5.0739,0.03009466,-3.74890162,5.48394942,39.25461849,65.04498561,34.36479047,20302131727.356052,0.7794,38501823249.58,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
10,5994,Shiba Inu,SHIB,shiba-inu,779,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-27T16:38:00.000Z,3.0048352515467027e-05,1759590695.7991514,-13.7907,-0.3890052,0.8992031,21.30098666,207.89690687,230.33761274,184.00103941,17707175949.731606,0.6797,17714528050.77,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-27 16:40:15.259861
11,11419,Toncoin,TON,toncoin,238,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470254095.612686,5104666595.375751,True,,12,3414166606.0,16973914088.08973,,2024-03-27T16:38:00.000Z,4.97161270872372,225333659.90668747,-23.4383,0.32157488,-1.60944104,21.62670291,132.87569748,139.25438732,126.08105293,17252759364.24857,0.6618,25378425319.37,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
12,6636,Polkadot,DOT,polkadot-new,725,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1426722820.0108736,1426722820.0108736,True,,13,,,,2024-03-27T16:39:00.000Z,9.442974551757652,366807555.0754759,6.4631,-0.49497624,-2.19993255,9.04676015,17.63169979,41.00535609,11.89812639,13472507281.774593,0.5172,13472507281.77,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
13,1975,Chainlink,LINK,chainlink,1704,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-27T16:38:00.000Z,19.211190933962335,485113874.7820037,-15.6158,-0.45588182,-3.11933488,14.45482881,1.14651836,34.11568823,18.11503778,11278889629.692131,0.433,19211190933.96,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-27 16:40:15.259861
14,1831,Bitcoin Cash,BCH,bitcoin-cash,867,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19680662.5,19680662.5,False,,15,,,,2024-03-27T16:38:00.000Z,537.7995170024958,1302573158.4223282,108.6262,0.38545955,14.3874226,47.81215017,98.3123906,120.11267808,97.61498205,10584250786.789131,0.4063,11293789857.05,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
0,1,Bitcoin,BTC,bitcoin,10943,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19665793.0,19665793.0,False,,1,,,,2024-03-27T16:39:00.000Z,69143.11909715911,39744052005.23448,-2.8562,-0.18608842,-0.80031306,10.04624269,29.85788868,65.26952281,62.61563446,1359754267539.0781,52.1979,1452005501040.34,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
1,1027,Ethereum,ETH,ethereum,8659,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120073215.06618808,120073215.06618808,True,,2,,,,2024-03-27T16:38:00.000Z,3511.3619124826873,18652357847.519512,-8.988,-0.60999875,-1.20134375,9.62992475,11.27818117,54.55905359,48.04028221,421620514092.7552,16.1851,421620514092.76,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
2,825,Tether USDt,USDT,tether,80394,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,104362092743.91322,107792615137.11449,True,,3,,,,2024-03-27T16:38:00.000Z,0.9995408894522246,83357526990.35066,-0.3311,0.00909114,-0.05860632,-0.06293897,-0.07037415,-0.05319069,-0.06962995,104314179006.34659,4.0044,107743126410.53,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-03-27 16:40:15.259861
3,1839,BNB,BNB,bnb,2124,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149536578.750498,149536578.750498,False,,4,,,,2024-03-27T16:38:00.000Z,569.6960349533379,2023929053.8412936,-5.3344,-0.44504183,-0.86333649,11.75636906,43.55716812,87.73376805,72.56503815,85190395994.64627,3.2703,85190395994.65,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
4,5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444305134.57941896,572747287.0651139,True,,5,,,,2024-03-27T16:38:00.000Z,182.37641355628386,3966027118.775775,9.2856,-0.20186956,-2.83286093,8.97322559,72.6551278,95.97962939,83.32339278,81030776969.23647,3.1103,104455596089.03,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
5,52,XRP,XRP,xrp,1279,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54884241878.0,99987762348.0,False,,6,,,,2024-03-27T16:39:00.000Z,0.6123311908128424,2029956569.3016775,-7.5987,-0.60377878,-2.63505431,6.78305008,12.46974676,15.38012946,-2.79812434,33607333186.015812,1.2901,61233119081.28,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
6,3408,USDC,USDC,usd-coin,17676,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,32159134237.55799,32159134237.55799,False,,7,,,,2024-03-27T16:38:00.000Z,1.0000936003615737,9991196108.72429,17.3683,0.03117244,0.00719684,-0.01207478,0.01368728,-0.00889432,-0.00342044,32162144344.150524,1.2346,32162144344.15,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-03-27 16:40:15.259861
7,74,Dogecoin,DOGE,dogecoin,939,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143641486383.7052,143641486383.7052,True,,8,,,,2024-03-27T16:39:00.000Z,0.18784885086965464,3685527125.4419074,25.5071,-0.48013731,6.78582251,46.27738783,116.04074581,135.37169241,104.89741518,26982888154.388165,1.0358,26982888154.39,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
8,2010,Cardano,ADA,cardano,1120,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35578755767.077,36742818378.514,False,,9,,,,2024-03-27T16:38:00.000Z,0.6364505543055828,634897178.464506,-2.0682,-0.61458737,-3.0745009,9.27634726,4.39336417,31.01931722,3.18437715,22644118829.45911,0.8693,28640274943.75,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
9,5805,Avalanche,AVAX,avalanche,695,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377416536.4228908,436106176.4228908,False,,10,,,,2024-03-27T16:38:00.000Z,53.79237465262453,925342170.2816058,5.0739,0.03009466,-3.74890162,5.48394942,39.25461849,65.04498561,34.36479047,20302131727.356052,0.7794,38501823249.58,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
10,5994,Shiba Inu,SHIB,shiba-inu,779,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,11,,,,2024-03-27T16:38:00.000Z,3.0048352515467027e-05,1759590695.7991514,-13.7907,-0.3890052,0.8992031,21.30098666,207.89690687,230.33761274,184.00103941,17707175949.731606,0.6797,17714528050.77,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-03-27 16:40:15.259861
11,11419,Toncoin,TON,toncoin,238,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470254095.612686,5104666595.375751,True,,12,3414166606.0,16973914088.08973,,2024-03-27T16:38:00.000Z,4.97161270872372,225333659.90668747,-23.4383,0.32157488,-1.60944104,21.62670291,132.87569748,139.25438732,126.08105293,17252759364.24857,0.6618,25378425319.37,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
12,6636,Polkadot,DOT,polkadot-new,725,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1426722820.0108736,1426722820.0108736,True,,13,,,,2024-03-27T16:39:00.000Z,9.442974551757652,366807555.0754759,6.4631,-0.49497624,-2.19993255,9.04676015,17.63169979,41.00535609,11.89812639,13472507281.774593,0.5172,13472507281.77,,2024-03-27T16:39:00.000Z,,,,,,2024-03-27 16:40:15.259861
13,1975,Chainlink,LINK,chainlink,1704,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,14,,,,2024-03-27T16:38:00.000Z,19.211190933962335,485113874.7820037,-15.6158,-0.45588182,-3.11933488,14.45482881,1.14651836,34.11568823,18.11503778,11278889629.692131,0.433,19211190933.96,,2024-03-27T16:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-03-27 16:40:15.259861
14,1831,Bitcoin Cash,BCH,bitcoin-cash,867,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19680662.5,19680662.5,False,,15,,,,2024-03-27T16:38:00.000Z,537.7995170024958,1302573158.4223282,108.6262,0.38545955,14.3874226,47.81215017,98.3123906,120.11267808,97.61498205,10584250786.789131,0.4063,11293789857.05,,2024-03-27T16:38:00.000Z,,,,,,2024-03-27 16:40:15.259861
0,1,Bitcoin,BTC,bitcoin,10943,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19665793.0,19665793.0,False,,1,,,,2024-03-27T16:41:00.000Z,69172.65121096683,39771009390.05072,-2.5824,-0.1350298,-0.66018953,9.60609613,29.85552201,65.35692511,62.83855258,1360335039976.073,52.2202,1452625675430.3,,2024-03-27T16:41:00.000Z,,,,,,2024-03-27 16:41:39.405720
